Nom usuel de l'installation,Numéro de l'installation,Nom de la commune,Code postal,Nom du lieu dit,Numero de la voie,Nom de la voie,Longitude,Latitude,Aucun aménagement d'accessibilité,Nombre total d'équipements sportifs,Nombre total de fiches équipements
Sun Silhouette,721810153,Mans,72000,,44,Rue Gambetta,0.196304,48.003684,Oui,1,1
Cale de Mise À L'Eau N°1,721810154,Mans,72000,,,Quai Ldr Rollin,0.196304,48.003684,Oui,1,1
Halte Fluviale du Mans,721810155,Mans,72000,,101,Quai Amiral Lalande,0.196304,48.003684,Non,2,2
Cale de Mise À L'Eau N°2,721810156,Mans,72000,Le pont des rifaudières,,,0.196304,48.003684,Oui,1,1
Cale de Mise À L'Eau N°3,721810157,Mans,72000,,,Rue Besemer Face au Moulin de Chaouè,0.196304,48.003684,Oui,1,1
Quartier de la Foucaudière,721810158,Mans,72000,,,ZA de la Foucaudière,0.196304,48.003684,Oui,2,2
Ecole Primaire Docteur Calmette,721810159,Mans,72000,,30,rue de Bellême,0.196304,48.003684,Oui,4,3
Ecole Primaire Louis Blériot,721810160,Mans,72100,,23,Boulevard Jean Yves Chapalain,0.196304,48.003684,Non,1,1
Collège des Sources,721810161,Mans,72100,,30,Rue Edgar Degas,0.196304,48.003684,Oui,2,1
Collège Vauguyon,721810162,Mans,72100,Rue Jacques Millet,9,,0.196304,48.003684,Non,2,2
Equipement de Proximité,721810163,Mans,72100,,,Promenade Newton,0.196304,48.003684,Non,1,1
Ecole Primaire Roger Bouvet,721810164,Mans,72000,,22,Boulevard Roger Bouvet,0.196304,48.003684,Non,2,2
Terrain Multisports du Gymnase Champlong,721810165,Mans,72000,,,Rue Guillot l'ami,0.196304,48.003684,Oui,1,1
Ecole Primaire Garnier Pagès,721810166,Mans,72000,Avenue Olivier Heuzé,168,,0.196304,48.003684,Oui,1,1
Ecole Primaire Montaigu,721810167,Mans,72000,Rue de Montaigue,,,0.196304,48.003684,Non,1,1
Ecole Primaire Marie Curie,721810168,Mans,72000,,12,Rue Beauregard,0.196304,48.003684,Oui,1,1
Citée Universitaire Vaurouzé,721810169,Mans,72000,En dessous du Restaurant universitaire,,Boulevard Charles Nicolles,0.196304,48.003684,Non,7,4
Maison de Quartier de Gazonfier,721810170,Mans,72000,,67,Avenue Alfred de Vigny,0.196304,48.003684,Oui,1,1
Ecole Primaire Clairefontaine,721810173,Mans,72100,,170,rue Prémartine,0.196304,48.003684,Non,2,2
Ecole Primaire Paul Courboulay,721810174,Mans,72000,,39,Rue Paul Courboulay,0.196304,48.003684,Non,2,2
Ecole Primaire Paul Eluard Sablonnière,721810175,Mans,72000,,2,rue Commandant Delaboudinière,0.196304,48.003684,Non,1,1
Ecole Primaire Epau,721810176,Mans,72000,,16,rue de Pologne,0.196304,48.003684,Oui,1,1
Ecole Primaire Gerard Philippe,721810177,Mans,72000,,29,Rue Képler,0.196304,48.003684,Non,2,2
Ecole Primaire Gounod Michel,721810178,Mans,72000,,2,Allée Claude Debussy,0.196304,48.003684,Non,4,3
Ecole Primaire Jean Mace,721810179,Mans,72100,,26,Rue Jean Mace,0.196304,48.003684,Non,2,2
Ecole Primaire Jean Mermoz,721810180,Mans,72100,,,Place Raymond Adelet,0.196304,48.003684,Oui,2,2
Ecole Primaire Marceau,721810181,Mans,72000,,52,Rue du Puits de la Chaine,0.196304,48.003684,Non,1,1
Ecole Primaire Marcel Pagnol,721810182,Mans,72000,,,93 Rue de Saint Aubin,0.196304,48.003684,Oui,2,2
Ecole Primaire Michel Ange,721810183,Mans,72100,,3,Rue Belin,0.196304,48.003684,Non,1,1
Ecole Primaire Moquet Glonnières,721810184,Mans,72100,,6,Avenue Greco,0.196304,48.003684,Non,2,1
Ecole Primaire Pierre de Ronsard,721810185,Mans,72000,,31,Rue de la Fuie,0.196304,48.003684,Non,1,1
Ecole Primaire Villaret,721810186,Mans,72000,,134,Rue d'Isaac,0.196304,48.003684,Non,1,1
Complexe Sportif Karaté Basket de L'Univesité,721810187,Mans,72000,,,Boulevard Louis Leprince Ringuet,0.196304,48.003684,Non,7,4
Club de Sport Sthen,721810188,Mans,72000,Rue Thérèse Bertrand Fontaine,1,Quartier Novaxud,0.196304,48.003684,Non,4,4
Espace Touristique du Lac de Mansigné,721820001,Mansigné,72510,Route de Plessis,,,0.134636,47.747032,Non,10,9
Stade Roland Boussard,721820002,Mansigné,72510,,,route de Oizé,0.134636,47.747032,Oui,13,6
Complexe Sportif,721820003,Mansigné,72510,,,Route de Plessis,0.134636,47.747032,Non,3,3
Terrain de Football N°2,721820006,Mansigné,72510,,,Route de Penchien,0.134636,47.747032,Oui,1,1
Salle de Billard,721820007,Mansigné,72510,,,rue principale,0.134636,47.747032,Oui,1,1
Ecole Maternelle,721820008,Mansigné,72510,,9,rue du Champ de Foire,0.134636,47.747032,Non,1,1
Blony S Event Team,721820009,Mansigné,72510,La Blonnière,,Route de La Blonnière,0.134636,47.747032,Oui,11,4
Espace de Loisirs des Varennes,721830001,Marçon,72340,,,route du Port Gautier,0.510797,47.708555,Non,14,13
Salle Polyvalente,721830002,Marçon,72340,,,Chemin des Gourdeaux,0.510797,47.708555,Non,1,1
Terrain D'Évolution,721830003,Marçon,72340,,,Route du Port Gauthier,0.510797,47.708555,Non,1,1
Départ de Circuits de Randonnées,721830004,Marçon,72340,,,Place de l'Eglise,0.510797,47.708555,Oui,6,6
Camping du Lac des Varennes,721830006,Marçon,72340,,,Route de Port Gauthier,0.510797,47.708555,Non,5,3
Terrain de Pétanque,721840001,Mareil-en-Champagne,72540,,,rue des Acacias,-0.170067,47.983815,Oui,1,1
Site D'Escalade,721840002,Mareil-en-Champagne,72540,Viaduc,,,-0.170067,47.983815,Oui,1,1
Site de la Vègre et du Palais,721840003,Mareil-en-Champagne,72540,,,Bras du moulin de Courteille,-0.170067,47.983815,Oui,1,1
Equipements Sportifs de la Salle Polyvalente,721850002,Mareil-sur-Loir,72200,Rue du Puits Guyard,,,0.010685,47.714031,Non,4,4
Société Boule de Fort Saint Vincent,721850003,Mareil-sur-Loir,72200,,32,rue de la Soulle,0.010685,47.714031,Oui,1,1
Ecurie la Bourrelière,721850004,Mareil-sur-Loir,72200,La Bourrelière,,,0.010685,47.714031,Non,2,2
Salle de Tennis de Table,721860001,Maresché,72170,,,Place Saint Martin,0.152839,48.211579,Non,1,1
Salle Polyvalente,721860002,Maresché,72170,,6,Rue de l'Eglise,0.152839,48.211579,Non,2,2
Départ de Circuit de Randonnée,721860003,Maresché,72170,,,La croix verte,0.152839,48.211579,Oui,1,1
Terrain de Loisirs,721860004,Maresché,72290,,,rue de Ballon,0.152839,48.211579,Oui,1,1
Site de Loisirs de la Chesnaie,721870001,Marigné-Laillé,72220,,,La Chesnaie,0.338719,47.818186,Non,9,9
Stade Grassin,721870002,Marigné-Laillé,72220,,,Le Souchet,0.338719,47.818186,Non,2,2
Salle des Fêtes,721870003,Marigné-Laillé,72220,,,Place,0.338719,47.818186,Non,1,1
Ecole Primaire,721870004,Marigné-Laillé,72220,,,Impasse Sophie Nouet,0.338719,47.818186,Non,1,1
Haras de Beaumortier,721870005,Marigné-Laillé,72220,Beaumortier,,,0.338719,47.818186,Oui,2,2
Stade de Football,721890001,Marolles-les-Braults,72260,,,Route de Mamers,0.31411,48.252241,Non,2,2
Complexe Sportif,721890002,Marolles-les-Braults,72260,,,Rue Chanterelles et Impasse des Tennis,0.31411,48.252241,Non,12,10
Salle de Billard,721890005,Marolles-les-Braults,72260,,,Avenue du Général de Gaulle,0.31411,48.252241,Oui,1,1
Collège Jean du Moulin,721890006,Marolles-les-Braults,72260,,,Rue de Bellevue,0.31411,48.252241,Non,3,3
Boulodrome,721890007,Marolles-les-Braults,72260,,,Rue Gaugusse,0.31411,48.252241,Non,2,1
Marre de la Touche,721890008,Marolles-les-Braults,72260,,,Route cd 27,0.31411,48.252241,Oui,1,1
Parcours de Santé,721890009,Marolles-les-Braults,72260,,,Voie de chemin de fer,0.31411,48.252241,Non,1,1
Salle de Polyvalente,721890010,Marolles-les-Braults,72260,,,Rue Gaugusse,0.31411,48.252241,Non,1,1
E A R L du Val,721890011,Marolles-les-Braults,72260,,,Le val,0.31411,48.252241,Oui,1,1
Salle des Fêtes,721900001,Marolles-lès-Saint-Calais,72120,,,Place de l'église,0.783235,47.917601,Oui,1,1
Départ de Circuit de Randonnées,721900002,Marolles-lès-Saint-Calais,72120,,,Parking (à l'entrée du bourg),0.783235,47.917601,Oui,2,2
Centre Culturel,721910001,Mayet,72360,,,Place de l'Hôtel de Ville,0.274255,47.758585,Oui,1,1
Stade du Prévert,721910002,Mayet,72360,,,Avenue de la Pelouse,0.274255,47.758585,Non,10,7
Complexe Sportif de Mayet,721910003,Mayet,72360,,,Avenue Max Boyer,0.274255,47.758585,Non,8,8
Piscine Municipale des Chevriers,721910004,Mayet,72360,,,Les Chevriers,0.274255,47.758585,Oui,2,2
Maison des Associations,721910005,Mayet,72360,Rue du Bonnet rouge,,Ancienne  gare,0.274255,47.758585,Non,5,5
Ecole Jules Ferry,721910006,Mayet,72360,,,Chemin des glonnières,0.274255,47.758585,Oui,2,2
Parcours de Pêche,721910007,Mayet,72360,Le Bruant,,,0.274255,47.758585,Oui,1,1
Camping du Plan D'Eau du Fort des Salles,721910008,Mayet,72360,,,Le Fort des Salles,0.274255,47.758585,Non,4,4
Centre Aqua Gym,721910009,Mayet,72360,rue du 11 Novembre,4,,0.274255,47.758585,Oui,1,1
Terrain de Pétanque,721920001,Mées,72260,,,Le Bourg,0.230834,48.31374,Oui,1,1
Stade Jean Prince,721930001,Melleray,72320,,,Le Bourg,0.799374,48.098601,Non,2,2
Cour D'École,721930002,Melleray,72320,,,Le Bourg,0.799374,48.098601,Oui,1,1
Départ de Circuit de Randonnée,721930003,Melleray,72320,,,Place de l'Eglise,0.799374,48.098601,Oui,2,2
Départ de Boucles de Randonnées,721950001,Mézeray,72270,Place de l'église,,,-0.019619,47.825893,Oui,4,4
Stade,721950002,Mézeray,72270,,,Route de la Suze,-0.019619,47.825893,Oui,5,4
Salle Polyvalente,721950003,Mézeray,72270,Rue Robinson,,,-0.019619,47.825893,Non,1,1
Ecole Primaire René Busson,721950004,Mézeray,72270,,19,rue du stade,-0.019619,47.825893,Non,1,1
La Cavalerie des Mesangères,721950005,Mézeray,72270,,,Les Mésangères,-0.019619,47.825893,Non,9,9
Caval Luna,721950006,Mézeray,72270,Le Mineret,,Route de Courcelles,-0.019619,47.825893,Oui,2,2
Boule de Fort L'Espérance,721950007,Mézeray,72270,,6,avenue de la Paix,-0.019619,47.825893,Oui,1,1
Salle Communale,721950008,Mézeray,,,,,-0.019619,47.825893,Non,1,1
Salle Polyvalente,721960001,Mézières-sur-Ponthouin,72290,,,Rue du prieuré,0.297574,48.192592,Oui,1,1
Départ de Circuits de Randonnées,721960002,Mézières-sur-Ponthouin,72290,,,Place de la Mairie,0.297574,48.192592,Oui,3,3
Terrain de Pétanque,721960003,Mézières-sur-Ponthouin,72290,,,Route des Voves,0.297574,48.192592,Non,1,1
Terrain de Loisirs,721970001,Mézières-sous-Lavardin,72240,,,Route de Saint Cheron,0.028847,48.154336,Oui,2,2
Départ de Circuit de Randonnées,721970002,Mézières-sous-Lavardin,72240,,,Parking de l'école,0.028847,48.154336,Oui,1,1
Salle des Arts Martiaux,721980001,Milesse,72650,,,Rue de la Gare,0.134815,48.063717,Non,2,2
Centre Social François Rabelais,721980002,Milesse,72650,,,Rue des Jonquilles,0.134815,48.063717,Non,2,2
Stade Valérie Huet,721980003,Milesse,72650,,,Rue de l'avenir,0.134815,48.063717,Non,10,7
Plaine de Jeux,721980004,Milesse,72650,,,Impasse de l'antonnière,0.134815,48.063717,Non,3,3
Plan D'Eau,721980005,Milesse,72650,,,Le Bourg,0.134815,48.063717,Oui,6,6
Poney Club de L'Antonnière,721980006,Milesse,72650,Le petit montaillé,,,0.134815,48.063717,Non,4,4
Terrain de Football,721990001,Moitron-sur-Sarthe,72170,,,La Route Neuve,0.030513,48.238927,Oui,1,1
Centre Socio-Culturel le Val Rhonne,722000004,Moncé-en-Belin,72230,,,Allée de l'Europe,0.198074,47.893963,Non,5,5
Haras de la Cunaudière,722000005,Moncé-en-Belin,72230,,,La Cunaudière,0.198074,47.893963,Oui,1,1
Stade Michel Geoffroy,722000006,Moncé-en-Belin,72230,,,Rue du Stade,0.198074,47.893963,Non,8,6
Cheval En Belinois,722000007,Moncé-en-Belin,72230,,,La gourdinière,0.198074,47.893963,Non,4,4
Ecurie du Val de Rhonne,722000008,Moncé-en-Belin,72230,,,Les grandes brosses,0.198074,47.893963,Oui,3,3
Paintball Bebmania,722000009,Moncé-en-Belin,72230,Les Luères,,,0.198074,47.893963,Oui,1,1
Départ de Circuit de Randonnées,722010001,Moncé-en-Saosnois,72260,,,Le Bourg,0.388714,48.274186,Oui,1,1
Sentiers de Randonnée,722020001,Monhoudou,72260,,,Place de l'église,0.324948,48.285705,Oui,3,3
Les Ecuries de la Renardière,722020002,Monhoudou,72260,,,La Renardière,0.324948,48.285705,Oui,3,3
Départ de Circuit de Randonnée,722030001,Montabon,72500,,,Place de la Mairie,0.386571,47.679549,Oui,1,1
Espace Sportif de la Planche de Pierre,722030002,Montabon,72500,,,La Planche de Pierre,0.386571,47.679549,Oui,4,4
Terrain de Sports,722030003,Montabon,72500,,,Rue du Stade,0.386571,47.679549,Non,2,2
Salle Communale,722030004,Montabon,72500,Rue du Coteau,,,0.386571,47.679549,Non,1,1
Etang de la Varanne,722030005,Montabon,72500,La Varanne,,,0.386571,47.679549,Oui,1,1
Terrain de Tennis,722040001,Montaillé,72120,,,MONTAILLE,0.701006,47.937168,Non,2,2
Salle des Fêtes,722040002,Montaillé,72120,,,Le Bourg,0.701006,47.937168,Non,1,1
Circuit de Randonnées,722040003,Montaillé,72120,,,Rue des accacias (près de l'église),0.701006,47.937168,Oui,4,4
Piste Aéromodélisme,722040004,Montaillé,72120,La chevallerie,,,0.701006,47.937168,Non,1,1
Parcours de Pêche Labellisé,722050001,Montbizot,72290,Route de la Guierche,,Le pont,0.182427,48.146461,Oui,1,1
Camping du Pont de L'Orne,722050002,Montbizot,72380,,47,route du Mans,0.182427,48.146461,Oui,4,4
Terrain de Pétanque,722050003,Montbizot,72380,,,rue Paillard Ducléré,0.182427,48.146461,Non,1,1
Salle Polyvalente,722050004,Montbizot,72380,,,rue du Maréchal Leclerc,0.182427,48.146461,Non,1,1
Groupe Scolaire,722050005,Montbizot,72380,,,rue Paillard Ducléré,0.182427,48.146461,Non,1,1
Base de Canoé-Kayak du Camping,722050006,Montbizot,72380,,,Pont d'Orne,0.182427,48.146461,Oui,1,1
Circuit de Randonnée Balisage Jaune,722080001,Montmirail,72320,,,Place de l'Eglise,0.789874,48.102073,Oui,4,4
Hippodrome de la Croix Verte,722080002,Montmirail,72320,,,La Croix Verte,0.789874,48.102073,Non,2,2
Zone D'Activités Loisirs,722090001,Montreuil-le-Chétif,72000,le bourg,,Place de l'église,-0.037081,48.244778,Oui,1,1
Départ de Circuits de Randonnées,722100001,Montreuil-le-Henri,72150,Place St Anne,,Le bourg,0.564153,47.866808,Non,6,6
Ecole Publique,722100002,Montreuil-le-Henri,72150,,,Rue de Lucé,0.564153,47.866808,Oui,1,1
Court de Tennis,722110001,Mont-Saint-Jean,72140,,,Lotissement de la Guyonnière,-0.108517,48.246013,Non,1,1
Salle Polyvalente,722110002,Mont-Saint-Jean,72140,,,rue Mathurin Pattier,-0.108517,48.246013,Non,1,1
Stade,722110003,Mont-Saint-Jean,72140,,,Route de Saint Germain,-0.108517,48.246013,Oui,4,3
Circuit de Cordé,722110004,Mont-Saint-Jean,72140,,,Corde,-0.108517,48.246013,Oui,1,1
Sentier de Petite Randonnée N°23,722110005,Mont-Saint-Jean,72140,,,Moulin de Courtavel,-0.108517,48.246013,Oui,1,1
Départ de Circuits de Randonnées,722110006,Mont-Saint-Jean,72140,,,Parking en bas du bourg,-0.108517,48.246013,Oui,2,2
Etang de Jouteau,722110007,Mont-Saint-Jean,72140,,,,-0.108517,48.246013,Oui,1,1
Site D'Escalade du Saut du Serf,722110008,Mont-Saint-Jean,72140,Le saut du serf,,,-0.108517,48.246013,Oui,1,1
Site D'Escalade de Roche Brune,722110009,Mont-Saint-Jean,72140,,,Roche Brune,-0.108517,48.246013,Oui,1,1
Site D'Escalade la Jument Blanche,722110010,Mont-Saint-Jean,72000,,,La Jument blanche,-0.108517,48.246013,Oui,1,1
Base de Plein Nature Parc Naturel Régional du Maine,722120001,Moulins-le-Carbonnel,72130,,,Le Pont,-0.025293,48.371846,Non,4,4
Court de Tennis,722120003,Moulins-le-Carbonnel,72130,,,Le Bourg,-0.025293,48.371846,Oui,1,1
Circuit de Randonnée,722120004,Moulins-le-Carbonnel,72130,,,Place de l'église,-0.025293,48.371846,Oui,1,1
Stade de la Tourelle,722120005,Moulins-le-Carbonnel,72130,,,Rue Saint Cénery,-0.025293,48.371846,Oui,3,3
Ensemble Sportif Jean Carbonnet,722120006,Moulins-le-Carbonnel,72130,,,Rue Jean Carbonnet,-0.025293,48.371846,Oui,4,4
Stade de la Rochère,722130001,Mulsanne,72230,,,Bd Emile plet,0.24823,47.911064,Non,3,3
Complexe Sportif Marcel Cerdan,722130002,Mulsanne,72230,,,Avenue de Netteham,0.24823,47.911064,Non,10,10
Complexe Sportif de la Houssière,722130003,Mulsanne,72230,,,rue du stade,0.24823,47.911064,Non,12,7
Loisir C.E Carrefour Market,722130004,Mulsanne,72230,,,Route de Tours,0.24823,47.911064,Oui,5,3
Centre Socio-Culturel Simone Signoret,722130005,Mulsanne,72230,,,Avenue de Bônen,0.24823,47.911064,Non,2,2
Golf des 24 Heures,722130006,Mulsanne,72230,,,route de Tours,0.24823,47.911064,Non,2,2
La Pincenardière - Structure D'Entraînement du Muc,722130007,Mulsanne,72230,,,La Pincenardière,0.24823,47.911064,Non,7,4
Boucles de Randonnées,722130008,Mulsanne,72230,,,Place Jean Moulin,0.24823,47.911064,Non,2,2
Le Clos Fleuri - Structure D'Entraînement du Centre de Formation du Muc,722130009,Mulsanne,72230,,,Le Clos Fleuri,0.24823,47.911064,Non,3,3
Centre Aéré des M M A,722130010,Mulsanne,72230,Le clos fleuri,,,0.24823,47.911064,Oui,1,1
Terrain de Pétanque N°1,722130011,Mulsanne,72230,,,Hameau de la Torinière,0.24823,47.911064,Oui,1,1
Terrain de Pétanque N°2,722130012,Mulsanne,72230,Place du Briolet,,,0.24823,47.911064,Oui,1,1
Centre Équeste de L'Apothicairerie,722150001,Neufchâtel-en-Saosnois,72600,,,L'Apothicairerie,0.244528,48.376043,Non,3,3
Maison des Randonnées,722150002,Neufchâtel-en-Saosnois,72600,,,La vallée cajet,0.244528,48.376043,Non,9,8
Stade de Football,722150003,Neufchâtel-en-Saosnois,72600,,,rue Désirée Ruel,0.244528,48.376043,Non,2,2
Salle Polyvalente,722150004,Neufchâtel-en-Saosnois,72600,,2,rue Marcel Graffin,0.244528,48.376043,Non,1,1
Ecole Rpi de Labienne,722150005,Neufchâtel-en-Saosnois,72600,,4,Creuse Rue,0.244528,48.376043,Non,1,1
Départ de Circuit Pédestre,722150006,Neufchâtel-en-Saosnois,72600,,,Maison du Sabot,0.244528,48.376043,Oui,1,1
Centre de Vacances de Notre Dame de Perseigne,722150007,Neufchâtel-en-Saosnois,72600,L'Abbaye de Perseigne,,,0.244528,48.376043,Oui,2,2
Agorespace,722150008,Neufchâtel-en-Saosnois,72600,,,Rue creuse,0.244528,48.376043,Oui,1,1
Les Etangs de Guibert,722150009,Neufchâtel-en-Saosnois,72600,,,Rue Moulin de Guibert,0.244528,48.376043,Oui,1,1
Terrain de Loisirs,722160001,Neuvillalais,72240,,,Rue des Sports,-0.002167,48.156421,Non,4,4
Complexe Sportif,722170001,Neuville-sur-Sarthe,72190,,,rue du Stade,0.190698,48.075548,Non,13,13
Terrain de Loisir,722170002,Neuville-sur-Sarthe,72190,,,Refay,0.190698,48.075548,Oui,3,3
Départ A de Circuits de Randonnées,722170003,Neuville-sur-Sarthe,72190,,,Parking du Square Général LECLERC,0.190698,48.075548,Non,3,3
Départ B de Circuits de Randonnées,722170004,Neuville-sur-Sarthe,72190,,,La Trugalle,0.190698,48.075548,Non,3,3
Salle Polyvalente,722170005,Neuville-sur-Sarthe,72190,Grande rue,,,0.190698,48.075548,Non,1,1
Camping du Moulin de Neuville,722170006,Neuville-sur-Sarthe,72190,,,Route du vieux moulin,0.190698,48.075548,Non,1,1
Parcours de Pêche,722170007,Neuville-sur-Sarthe,72190,,,,0.190698,48.075548,Oui,1,1
Site de Pêche de  Montreuil,722170008,Neuville-sur-Sarthe,72190,Montreuil,,,0.190698,48.075548,Oui,2,2
Ecole Primaire,722170009,Neuville-sur-Sarthe,72190,Rue Léonar de Vinci,,,0.190698,48.075548,Non,3,3
Terrain de Pétanque,722180001,Neuvillette-en-Charnie,72140,,24,Rue de la Mairie,-0.212854,48.092656,Non,1,1
Terrain de Pétanque,722190001,Neuvy-en-Champagne,72240,,,Le bourg,-0.039053,48.080113,Oui,1,1
Boucles de Randonnées,722190002,Neuvy-en-Champagne,72190,Le bourg,,Parking de la Mairie,-0.039053,48.080113,Oui,3,3
Terrain Beaubariers,722200001,Nogent-le-Bernard,72110,,,Rue de Contres,0.488435,48.235323,Non,3,3
Départ de Circuits de Randonnée,722200002,Nogent-le-Bernard,72110,,,Place de l'Eglise,0.488435,48.235323,Oui,4,4
Départ de Circuits de Randonnées,722210001,Nogent-sur-Loir,72500,,,Place du Gué de Mézières,0.396318,47.668016,Oui,3,3
Salle Polyvalente,722210002,Nogent-sur-Loir,72500,,,Le bourg,0.396318,47.668016,Non,1,1
Zone de Loisirs du Gué de Mézières,722210003,Nogent-sur-Loir,72500,,,Le Gué de Mezières,0.396318,47.668016,Oui,4,4
Site de Pêche,722210004,Nogent-sur-Loir,72500,Les Déchargeaux,,,0.396318,47.668016,Oui,2,2
Plan D'Eau de la Rémangerie,722210005,Nogent-sur-Loir,72500,La rémangerie,,,0.396318,47.668016,Oui,1,1
Départ de Circuits de Randonnées,722220001,Nouans,72260,,,Place de l'église,0.220373,48.238899,Oui,3,3
Terrain de Pétanque,722220002,Nouans,72260,,,Route de Lucé,0.220373,48.238899,Oui,1,1
Complexe Sportif de Malicorne,722230001,Noyen-sur-Sarthe,72340,,,Route de Noyen sur Sarthe,-0.099275,47.872844,Non,12,11
Halte Fluviale de Noyen Sur Sarthe,722230002,Noyen-sur-Sarthe,72430,,,Rue Jacques Dessart,-0.099275,47.872844,Oui,2,2
Stade Victor Lemercier,722230003,Noyen-sur-Sarthe,72430,route de Malicorne,,rue du 11 Novembre,-0.099275,47.872844,Oui,12,9
Espace Polyvalent,722230004,Noyen-sur-Sarthe,72430,,,rue du 11 Novembre,-0.099275,47.872844,Non,1,1
Parcours Santé,722230005,Noyen-sur-Sarthe,72430,,,Rue de Verdun,-0.099275,47.872844,Oui,1,1
Parcours de Pêche,722230006,Noyen-sur-Sarthe,72430,,,Canal de Noyen sur Sarthe,-0.099275,47.872844,Oui,1,1
Stade de Foot,722250001,Oisseau-le-Petit,72610,,,Rue du Stade,0.085085,48.347922,Non,2,2
Salle des Fêtes,722250002,Oisseau-le-Petit,72610,,6,rue du verger,0.085085,48.347922,Non,1,1
Circuit Pédeste le Chêne Tricentenaire,722250003,Oisseau-le-Petit,72610,,,Place de l'Eglise,0.085085,48.347922,Oui,1,1
Terrain de Football de Beaumont,722260001,Oizé,72330,,,Rue du stade,0.10262,47.810304,Non,2,2
Terrain de Pétanque,722260002,Oizé,72330,,,Place de la Mairie,0.10262,47.810304,Oui,3,1
Ensemble Sportif Clos Bougas,722260003,Oizé,72330,,,Rue du Clos Bougas,0.10262,47.810304,Non,2,2
Stade,722280001,Parcé-sur-Sarthe,72300,,,avenue de la grande Champagne,-0.202141,47.842759,Oui,8,7
